permitnum,permitclass,permitclassmapped,permittypemapped,permittypedesc,description,housingunits,statuscurrent,relatedmup,originaladdress1,originalcity,originalstate,originalzip,link,latitude,longitude,location1,daysoutcorrections,numberreviewcycles,dependentbuilding,housingcategory,contractorcompanyname,estprojectcost,applieddate,housingunitsremoved,housingunitsadded,issueddate,expiresdate,completeddate,zoning,dwellingunittype,standardplan,parentpermitnum
6066932-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"CANCELLED PER NOTIFICATION. construct 1st and 2nd floor additions and alterations to basement and 1st floor of existing one family dwelling. APPLICATION TO BE CANCELED ON 60 DAYS FROM 2/29/2008 AS PER SECTION 106.4.4 OF THE 2003 SEATTLE BUILDING CODE. ""APPLICATIONS MAY BE CANCELED IF NO PERMIT IS ISSUED BY THE EARLIER OF THE FOLLOWING: (1) WITHIN TWELVE MONTHS FOLLOWING THE DATE OF APPLICATION; OR (2) WITHIN 60 DAYS FROM THE DATE OF WRITTEN NOTICE OF APPROVAL FOR ISSUANCE.PLANS AND OTHER DATA S",0.0,Canceled,,7310 23RD AVE NW,SEATTLE,WA,98117,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6066932-CN'},47.68175243,-122.38512929,"{'latitude': '47.68175243', 'longitude': '-122.38512929'}",,,0,Single-Family Add/Alt,,155000.0000,2005-09-01T00:00:00.000,0.0,0.0,,,,,,,
6063435-EX,Single Family/Duplex,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Remove  existing sfr  (abandoned) and build new SFR w/ attached 2-car garage and an ADU unit.,0.0,Completed,,2622 MAYFAIR AVE N,SEATTLE,WA,98109,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6063435-EX'},47.64393850,-122.35254644,"{'latitude': '47.6439385', 'longitude': '-122.35254644'}",0,0,0,N/A,,,,,,,,,,,,
6063501-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,CLOSED AS INCOMPLETE - EXPIRED PERMIT. Construct 2 story addition to existing single family residence.  Interior alterations  per plan.,0.0,Completed,,512 30TH AVE,SEATTLE,WA,98122,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6063501-CN'},47.60660271,-122.29336164,"{'latitude': '47.60660271', 'longitude': '-122.29336164'}",0,0,0,Single-Family Add/Alt,,50000.0000,2007-05-10T00:00:00.000,0.0,0.0,2007-06-06T00:00:00.000,2010-10-22T00:00:00.000,,,,,
6063519-CN,Institutional,Non-Residential,Building,Addition/Alteration,"Interior alterations to South portion of 2nd floor ""Spine Clinic"" at Harborview Medical Center subject to field inspection (stfi).",0.0,Completed,,401 BROADWAY,SEATTLE,WA,98122,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6063519-CN'},47.60562975,-122.32121310,"{'latitude': '47.60562975', 'longitude': '-122.3212131'}",0,0,0,N/A,HARBORVIEW MEDICAL CENTER,30000.0000,2006-09-15T00:00:00.000,,,2006-09-15T00:00:00.000,2008-03-15T00:00:00.000,2007-02-09T00:00:00.000,,,,
6063524-CN,N/A,N/A,Building,,construct one 20x40 post frame building for a detached garage,0.0,Closed,,3828 19TH AVE SW,SEATTLE,WA,98106,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6063524-CN'},47.56931755,-122.35767827,"{'latitude': '47.56931755', 'longitude': '-122.35767827'}",0,0,0,N/A,,,,,,,,,,,,
6063535-CN,Multifamily,Residential,Building,Addition/Alteration,Initial tenant improvement to combine 3 units (1700  1701  & 1702) on the top floor of the North tower per plan.,-2.0,Completed,,2200 WESTLAKE AVE,SEATTLE,WA,98121,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6063535-CN'},47.61783174,-122.33729971,"{'latitude': '47.61783174', 'longitude': '-122.33729971'}",0,0,0,N/A,,512371.0000,2005-11-29T00:00:00.000,3.0,1.0,2006-01-13T00:00:00.000,2007-07-13T00:00:00.000,2006-11-21T00:00:00.000,DMC,Multifamily Non-Ground Level Dwelling,0,
6063575-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,CONSTRUCT NEW DETACHED GARAGE IN REAR OF EXISTING SINGLE FAMILY RESIDENCE,0.0,Completed,,9528 8TH AVE NE,SEATTLE,WA,98115,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6063575-CN'},47.69846836,-122.32007014,"{'latitude': '47.69846836', 'longitude': '-122.32007014'}",0,0,0,Single-Family Add/Alt,,16048.0000,2005-07-26T00:00:00.000,,,2005-07-26T00:00:00.000,2007-01-26T00:00:00.000,2006-02-03T00:00:00.000,,,,
6063624-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,Remove existing detached garage and construct new 2-car attached garage with deck with new retaining walls along driveway access  per plan.,0.0,Completed,,2423 NOB HILL AVE N,SEATTLE,WA,98109,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6063624-CN'},47.64066027,-122.35105345,"{'latitude': '47.64066027', 'longitude': '-122.35105345'}",0,0,0,Single-Family Add/Alt,,26298.0000,2009-07-23T00:00:00.000,0.0,0.0,2009-08-10T00:00:00.000,2011-02-10T00:00:00.000,2010-07-09T00:00:00.000,,,,
6063704-EX,N/A,N/A,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: construct new driveway from Densmore to existing garage with retaining walls. [Imported from Master Tracker],0.0,Completed,,1627 N 103RD ST,SEATTLE,WA,98133,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6063704-EX'},47.70302852,-122.33804880,"{'latitude': '47.70302852', 'longitude': '-122.3380488'}",0,0,0,N/A,,,,,,,,,,,,
6064768-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,Permit to complete work of STFI permit xxx for portion of work beyond STFI including substantial alteration to existing single-family dwelling per plan.,0.0,Closed,,8403 ISLAND DR S,SEATTLE,WA,98118,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6064768-CN'},47.52841060,-122.26187435,"{'latitude': '47.5284106', 'longitude': '-122.26187435'}",0,0,0,Single-Family Add/Alt,,,,,,,,,,,,
6064773-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,Construct 2nd story addition to existing single family residence  per plan.,0.0,Expired,,1624 SHENANDOAH DR E,SEATTLE,WA,98112,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6064773-CN'},47.63423793,-122.28891028,"{'latitude': '47.63423793', 'longitude': '-122.28891028'}",0,0,0,Single-Family Add/Alt,,140000.0000,2005-11-07T00:00:00.000,0.0,0.0,2006-01-09T00:00:00.000,2007-07-09T00:00:00.000,,,,,
6064791-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,Closed as Incomplete - Expired Permit    REMOVE + REPLACE ROOF STRUCTURE OVER EXISTING DETACHED GARAGE AND CARPORT PLUS VOLUNTARY SEISMIC UPGRADES TO GARAGE STRUCTURE / SUBJECT TO FIELD INSPECTION (STFI).,0.0,Completed,,9232 VIEW AVE NW,SEATTLE,WA,98117,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6064791-CN'},47.69677886,-122.39998418,"{'latitude': '47.69677886', 'longitude': '-122.39998418'}",0,0,0,Single-Family Add/Alt,,17760.0000,2005-08-05T00:00:00.000,,,2005-08-05T00:00:00.000,2007-02-05T00:00:00.000,,,,,
6064850-EX,Single Family/Duplex,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: LFD LTR SENT 4/14/2011 LFD 7/14/2011 PROJECT CANCELLED PER THE 2006 SBC SECTION 106.6.7 Construct one single family dwelling with attached garage per plan. (Construct 1 SFR with attached garage and 1 2-family duplex with surface parking.  Processing and Review done under A/P # 6064850),0.0,Canceled,,1505 17TH AVE S,SEATTLE,WA,98144,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6064850-EX'},47.58975070,-122.31080254,"{'latitude': '47.5897507', 'longitude': '-122.31080254'}",,,0,N/A,,,,,,,,,,,,
6064862-CN,Single Family/Duplex,Residential,Building,New,Establish use as single family residence with attached garage and accessory dwelling unit and construct residence per plans.,1.0,Completed,,12602 10TH AVE NE,SEATTLE,WA,98125,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6064862-CN'},47.72037875,-122.31785399,"{'latitude': '47.72037875', 'longitude': '-122.31785399'}",0,0,0,Middle Housing,,251900.0000,2005-10-21T00:00:00.000,0.0,1.0,2005-11-23T00:00:00.000,2007-05-23T00:00:00.000,2006-11-07T00:00:00.000,SF 7200,Detached Single-Family,0,
6064960-CN,Single Family/Duplex,Residential,Building,New,Establish use and construct single family dwelling with attached garage  per plans.,1.0,Completed,,9018 39TH AVE S,SEATTLE,WA,98118,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6064960-CN'},47.52247881,-122.28347016,"{'latitude': '47.52247881', 'longitude': '-122.28347016'}",0,0,0,Middle Housing,,379543.0000,2007-10-04T00:00:00.000,0.0,1.0,2008-04-07T00:00:00.000,2009-10-07T00:00:00.000,2009-11-10T00:00:00.000,SF 5000,Detached Single-Family,0,
6065193-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,Closed as Incomplete - Expired Permit    Construct two story addition per IAP/plans,0.0,Completed,,12703 9TH AVE NW,SEATTLE,WA,98177,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6065193-CN'},47.72169289,-122.36803020,"{'latitude': '47.72169289', 'longitude': '-122.3680302'}",0,0,0,Single-Family Add/Alt,,11956.0000,2005-07-27T00:00:00.000,0.0,0.0,2005-08-11T00:00:00.000,2007-02-11T00:00:00.000,,,,,
3023786-EX,Institutional,Non-Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Streamlined Design Review to remove 44 trees in anticipation of construction of a new Computer Science and Engineering Building.  Environmental review conducted by UW.,0.0,Completed,3023786-LU,3785 JEFFERSON RD NE,SEATTLE,WA,98195,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3023786-EX'},47.65277451,-122.30444959,"{'latitude': '47.65277451', 'longitude': '-122.30444959'}",0,0,0,N/A,U OF W BUILDING PERMIT,,,,,,,,,,,
3024724-EX,Commercial,Non-Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Street Improvement Exception,Exception/Exemption Request for: Land Use Application to allow a six-story apartment building containing 69 low income units above retail and office space. Parking for 16 vehicles to be provided. Existing structure to be demolished.,0.0,Completed,3024724-LU,1253 S JACKSON ST,SEATTLE,WA,98144,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3024724-EX'},47.59888147,-122.31494889,"{'latitude': '47.59888147', 'longitude': '-122.31494889'}",0,0,0,N/A,,,,,,,,,,,,
3024766-EX,Multifamily,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: Land Use application to adjust the boundary between two parcels of land. Proposed parcel sizes are: A) 2 998 SF; B) 2 006 SF. Existing structures to be removed.,0.0,Completed,3024766-LU,4311 WHITMAN AVE N,SEATTLE,WA,98103,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3024766-EX'},47.66002139,-122.34588569,"{'latitude': '47.66002139', 'longitude': '-122.34588569'}",0,0,0,N/A,,,,,,,,,,,,
3024854-EX,Multifamily,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Street Improvement Exception,Exception/Exemption Request for: CANCELLED PENDING FEES 11/1/17 MH -SDR - Construct 6 000 sq. ft. residential buildings (townhomes) with 5 units and 1 parking space. REVISED FROM: Construct 5 new townhomes with 1 parking stall,0.0,Completed,3024854-LU,7435 LATONA AVE NE,SEATTLE,WA,98115,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3024854-EX'},47.68304981,-122.32583931,"{'latitude': '47.68304981', 'longitude': '-122.32583931'}",0,0,0,N/A,,,,,,,,,,,,
3025366-EX,Multifamily,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Street Improvement Exception,Exception/Exemption Request for: Construction of new 11 unit townhome building,0.0,Completed,,8822 9TH AVE SW,SEATTLE,WA,98106,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3025366-EX'},47.52382482,-122.34639526,"{'latitude': '47.52382482', 'longitude': '-122.34639526'}",0,0,0,N/A,,,,,,,,,,,,
3026940-EX,Multifamily,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Street Improvement Exception,Exception/Exemption Request for: Streamline Design Review for a 3-story  three unit townhouse building with parking for three vehicles located within the structure. Existing residential building to remain.,0.0,Completed,3026940-LU,1535 NW 90TH ST,SEATTLE,WA,98117,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=3026940-EX'},47.69445343,-122.37853618,"{'latitude': '47.69445343', 'longitude': '-122.37853618'}",0,0,0,N/A,,,,,,,,,,,,
6063706-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,REPLACING EXISTING HIP ROOF TO NEW GABLE ROOF STRUCTURE EXISTING SINGLE FAMILY RESIDENCE [Imported from Master Tracker],0.0,Completed,,317 N 76TH ST,SEATTLE,WA,98103,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6063706-CN'},47.68385688,-122.35454187,"{'latitude': '47.68385688', 'longitude': '-122.35454187'}",0,0,0,Single-Family Add/Alt,,8000.0000,2005-09-09T00:00:00.000,,,2005-09-09T00:00:00.000,2007-03-09T00:00:00.000,2006-01-03T00:00:00.000,,,,
6063734-CN,Single Family/Duplex,Residential,Building,New,Establish use as and construct new three story one family residence with attached garage per plan.,1.0,Completed,,1231 42ND AVE E,SEATTLE,WA,98112,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6063734-CN'},47.63071956,-122.27889382,"{'latitude': '47.63071956', 'longitude': '-122.27889382'}",0,0,0,Middle Housing,THE MCKINNEY GROUP INC,368155.0000,2006-07-18T00:00:00.000,0.0,1.0,2006-11-07T00:00:00.000,2008-05-07T00:00:00.000,2008-01-17T00:00:00.000,SF 7200,Detached Single-Family,0,
6063868-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,Construct carport accessory to existing duplex and construct detached accessory building @160sf in rear yard of existing single family residence  per plot plan and subject to field inspection  STFI.,0.0,Completed,,1707 VALENTINE PL S,SEATTLE,WA,98144,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6063868-CN'},47.58818514,-122.30755183,"{'latitude': '47.58818514', 'longitude': '-122.30755183'}",0,0,0,Single-Family Add/Alt,CITY OF SEATTLE OFFICE/HOUSING,4000.0000,2011-02-23T00:00:00.000,,,2011-02-23T00:00:00.000,2012-08-23T00:00:00.000,2011-03-10T00:00:00.000,,,,
6063936-CN,Multifamily,Residential,Building,New,construct duplex townhouse,0.0,Closed,,8606 7TH AVE S,SEATTLE,WA,98108,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6063936-CN'},47.52614283,-122.32542738,"{'latitude': '47.52614283', 'longitude': '-122.32542738'}",0,0,0,N/A,,,,,,,,,,,,
6063990-CN,N/A,N/A,Building,,Change of use from antique store to coffee shop.  TI.,0.0,Closed,,9716 GREENWOOD AVE N,SEATTLE,WA,98103,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6063990-CN'},47.70047721,-122.35512256,"{'latitude': '47.70047721', 'longitude': '-122.35512256'}",0,0,0,N/A,,,,,,,,,,,,
6064116-CN,Institutional,Non-Residential,Building,Addition/Alteration,"Install exterior door with stair access on 1st floor in SW Maintenance Building for ""UW"" per plan.",0.0,Completed,,1200 NE PACIFIC ST,SEATTLE,WA,98105,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6064116-CN'},47.65400887,-122.31630679,"{'latitude': '47.65400887', 'longitude': '-122.31630679'}",0,0,0,N/A,U OF W -FACILITIES ALTERATIONS,10000.0000,2007-12-20T00:00:00.000,0.0,0.0,2008-02-11T00:00:00.000,2009-08-11T00:00:00.000,2008-02-22T00:00:00.000,,,,
6064243-CN,Single Family/Duplex,Residential,Building,New,Establish use as single family residence. Construct one family dwelling with attached garage per plans.,1.0,Completed,,3423 40TH AVE SW,SEATTLE,WA,98116,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6064243-CN'},47.57247520,-122.38285229,"{'latitude': '47.5724752', 'longitude': '-122.38285229'}",0,0,0,Middle Housing,TERHUNE HOMES INC,278985.0000,2007-08-27T00:00:00.000,0.0,1.0,2007-10-15T00:00:00.000,2009-04-15T00:00:00.000,2008-06-23T00:00:00.000,SF 5000,Detached Single-Family,0,
6064279-CN,Multifamily,Residential,Building,New,Establish use for a multi-family dwelling (townhouses) and construct (1) 3-unit townhouse dwelling w/ accessory surface parking and occupy  per plans.,3.0,Completed,,4542 S HENDERSON ST,SEATTLE,WA,98118,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6064279-CN'},47.52365903,-122.27465694,"{'latitude': '47.52365903', 'longitude': '-122.27465694'}",0,0,0,Middle Housing,,371612.0000,2005-11-30T00:00:00.000,0.0,3.0,2006-03-15T00:00:00.000,2007-09-15T00:00:00.000,2008-03-10T00:00:00.000,L-3,Multifamily Ground Level Townhouse,0,
6063944-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,Two-story addition addition to existing sfr per plan [Imported from Master Tracker],0.0,Closed,,3518 S HOLDEN ST,SEATTLE,WA,98118,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6063944-CN'},47.53391679,-122.28734973,"{'latitude': '47.53391679', 'longitude': '-122.28734973'}",0,0,0,Single-Family Add/Alt,,,,,,,,,,,,
6063945-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,Construct 1st and 2nd story addition to and alter existing single-family dwelling per plan.,0.0,Completed,,4208 28TH PL W,SEATTLE,WA,98199,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6063945-CN'},47.65794208,-122.39421633,"{'latitude': '47.65794208', 'longitude': '-122.39421633'}",0,0,0,Single-Family Add/Alt,,156795.0000,2005-09-21T00:00:00.000,0.0,0.0,2005-10-24T00:00:00.000,2007-04-24T00:00:00.000,2006-05-25T00:00:00.000,,,,
6063974-CN,Commercial,Non-Residential,Building,Addition/Alteration,Voluntary strengthening of interior columns on 1st floor of existing building for future assembly occupancy loads  per plan.,0.0,Completed,,1101 DEXTER AVE N,SEATTLE,WA,98109,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6063974-CN'},47.62906083,-122.34260143,"{'latitude': '47.62906083', 'longitude': '-122.34260143'}",0,0,0,Commercial Add/Alt,,20000.0000,2015-06-02T00:00:00.000,0.0,0.0,2015-07-21T00:00:00.000,2017-01-21T00:00:00.000,2015-10-13T00:00:00.000,,,,
6063994-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,Remove portion of westside of 2nd story and deck. Construct new 2nd story addition on the Westside  over fram roof to existing single family residence per Inspector Authorized Permit. IAP.,0.0,Completed,,323 34TH AVE E,SEATTLE,WA,98112,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6063994-CN'},47.62199505,-122.28886225,"{'latitude': '47.62199505', 'longitude': '-122.28886225'}",0,0,0,Single-Family Add/Alt,,47357.0000,2006-09-06T00:00:00.000,0.0,0.0,2006-09-06T00:00:00.000,2008-03-06T00:00:00.000,2006-11-03T00:00:00.000,,,,
6064048-CN,Single Family/Duplex,Residential,Building,New,Establish use as single family residence and construct new single family dwelling with on-site  uncovered  parking  per plans.,1.0,Completed,,4233 E LEE ST,SEATTLE,WA,98112,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6064048-CN'},47.63077802,-122.27802481,"{'latitude': '47.63077802', 'longitude': '-122.27802481'}",0,0,0,Middle Housing,,228199.0000,2006-05-04T00:00:00.000,0.0,1.0,2006-08-18T00:00:00.000,2008-02-18T00:00:00.000,2007-11-20T00:00:00.000,SF 7200,Detached Single-Family,0,
6064154-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,Construct second story addition to existing single family residence per plan.,0.0,Completed,,5014 WOODLAWN AVE N,SEATTLE,WA,98103,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6064154-CN'},47.66552808,-122.33820967,"{'latitude': '47.66552808', 'longitude': '-122.33820967'}",0,0,0,Single-Family Add/Alt,,75320.0000,2006-01-31T00:00:00.000,0.0,0.0,2006-02-07T00:00:00.000,2007-08-07T00:00:00.000,2007-02-14T00:00:00.000,,,,
6064171-DM,Single Family/Duplex,Residential,Demolition,,DEMOLISH EXISTING DETACHED ACCESSORY STRUCTURE IN REAR OF EXISTING SINGLE FAMILY RESIDENCE,0.0,Completed,,2440 1ST AVE W,SEATTLE,WA,98119,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6064171-DM'},47.64082940,-122.35794356,"{'latitude': '47.6408294', 'longitude': '-122.35794356'}",0,0,0,N/A,,,2005-07-27T00:00:00.000,0.0,0.0,2005-07-27T00:00:00.000,2007-01-27T00:00:00.000,2005-08-09T00:00:00.000,,,,
6063561-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,Demolish existing detached garage and construct new attached garage with roof deck  per plan,0.0,Completed,,1833 1ST AVE N,SEATTLE,WA,98109,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6063561-CN'},47.63581378,-122.35591973,"{'latitude': '47.63581378', 'longitude': '-122.35591973'}",0,0,0,Single-Family Add/Alt,,19677.0000,2008-06-02T00:00:00.000,0.0,0.0,2008-07-09T00:00:00.000,2010-01-09T00:00:00.000,2009-02-12T00:00:00.000,,,,
6063652-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,ALTER INTERIOR TO CREATE ADU PER PLANS Building #1.,1.0,Completed,,122 19TH AVE E,SEATTLE,WA,98112,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6063652-CN'},47.61920646,-122.30714585,"{'latitude': '47.61920646', 'longitude': '-122.30714585'}",0,0,0,Middle Housing,,40000.0000,2004-07-27T00:00:00.000,0.0,1.0,2004-09-23T00:00:00.000,2007-12-07T00:00:00.000,2007-05-30T00:00:00.000,L-3,Accessory Dwelling Attached,0,
6063801-CN,N/A,N/A,Building,,Remove exist. 2nd story(attic) and const. 2 story addition with major alter. to exist. SFD and est. use as a 3 unit apartment with off st. parking,0.0,Closed,,1306 E REMINGTON CT,SEATTLE,WA,98122,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6063801-CN'},47.60572407,-122.31503272,"{'latitude': '47.60572407', 'longitude': '-122.31503272'}",0,0,0,N/A,,,,,,,,,,,,
6063832-CN,Commercial,Non-Residential,Building,Addition/Alteration,Voluntary Seismic Retrofit at roof level only to existing warehouse artist studio  north side of building  per plan,0.0,Completed,,1022 1ST AVE S,SEATTLE,WA,98134,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6063832-CN'},47.59347128,-122.33370249,"{'latitude': '47.59347128', 'longitude': '-122.33370249'}",0,0,0,Commercial Add/Alt,LYNX ENTERPRISES INC,208000.0000,2007-05-30T00:00:00.000,0.0,0.0,2007-07-09T00:00:00.000,2009-01-09T00:00:00.000,2007-08-14T00:00:00.000,,,,
6063869-CN,Single Family/Duplex,Residential,Building,New,CLOSED AS INCOMPLETE - EXPIRED PERMIT. Establish use and construct one single family residence with attached garage per plans,1.0,Completed,,309 W KINNEAR PL,SEATTLE,WA,98119,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6063869-CN'},47.62752546,-122.36111693,"{'latitude': '47.62752546', 'longitude': '-122.36111693'}",0,0,0,N/A,,540256.0000,2006-08-14T00:00:00.000,0.0,1.0,2007-01-18T00:00:00.000,2010-01-17T00:00:00.000,,,,,
6063869-EX,Single Family/Duplex,Residential,ECA and Shoreline Exemption/Street Improvement Exception Request,Environmentally Critical Area Exemption,Exception/Exemption Request for: CLOSED AS INCOMPLETE - EXPIRED PERMIT. Establish use and construct one single family residence with attached garage per plans,0.0,Completed,,309 W KINNEAR PL,SEATTLE,WA,98119,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6063869-EX'},47.62752546,-122.36111693,"{'latitude': '47.62752546', 'longitude': '-122.36111693'}",0,0,0,N/A,,,,,,,,,,,,
6064041-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,structural alterations to existing retaining wall along alley per plot plan subject to field inspection.,0.0,Completed,,1104 35TH AVE,SEATTLE,WA,98122,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6064041-CN'},47.61182657,-122.28801583,"{'latitude': '47.61182657', 'longitude': '-122.28801583'}",0,0,0,Single-Family Add/Alt,,2500.0000,2005-07-20T00:00:00.000,,,2005-07-20T00:00:00.000,2007-01-20T00:00:00.000,2006-03-21T00:00:00.000,,,,
6066935-CN,Single Family/Duplex,Residential,Building,New,Establish use and construct single family residence with attached garage per plan,1.0,Completed,,8206 2ND AVE NE,SEATTLE,WA,98115,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6066935-CN'},47.68891016,-122.32669955,"{'latitude': '47.68891016', 'longitude': '-122.32669955'}",0,0,0,Middle Housing,,430808.0000,2008-04-14T00:00:00.000,0.0,1.0,2011-06-06T00:00:00.000,2013-02-06T00:00:00.000,2013-01-22T00:00:00.000,SF 5000,Detached Single-Family,0,
6066988-CN,Commercial,Non-Residential,Building,Addition/Alteration,Non-structural tenant improvements for change of use from printshop to retail (Dinners Ready) and occupy per plan.,0.0,Completed,,700 NE 45TH ST,SEATTLE,WA,98105,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6066988-CN'},47.66158403,-122.32037098,"{'latitude': '47.66158403', 'longitude': '-122.32037098'}",0,0,0,Commercial Add/Alt,,60000.0000,2005-08-01T00:00:00.000,0.0,0.0,2005-12-07T00:00:00.000,2007-06-07T00:00:00.000,2006-03-13T00:00:00.000,,,,
6067009-CN,Single Family/Duplex,Residential,Building,New,Establish use as single family residence and parking spaces for (3) residential units and construct single family residence with (3) attached single car garages  per plan,1.0,Completed,,823 18TH AVE,SEATTLE,WA,98122,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6067009-CN'},47.60996556,-122.30942339,"{'latitude': '47.60996556', 'longitude': '-122.30942339'}",0,0,0,Middle Housing,GREENLEAF CONSTRUCTION INC,144577.0000,2005-09-14T00:00:00.000,0.0,1.0,2006-01-05T00:00:00.000,2007-07-05T00:00:00.000,2007-03-30T00:00:00.000,L-1,Detached Single-Family,0,
6067026-DM,Commercial,Non-Residential,Demolition,,Closed as Incomplete - Expired Permit    demolish existing building per plan. construction of new building being done under 6067012.,0.0,Completed,,967 THOMAS ST,SEATTLE,WA,98109,{'url': 'https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6067026-DM'},47.62063195,-122.33757435,"{'latitude': '47.62063195', 'longitude': '-122.33757435'}",0,0,0,N/A,,,2005-07-25T00:00:00.000,0.0,0.0,2006-12-28T00:00:00.000,2008-06-28T00:00:00.000,,,,,
